13-Sep-22 13:21:25 INFO run_ipd ............. run IPD 1605557700 .............
13-Sep-22 13:21:25 INFO remove_old_ips_from_range   > remove IPs older than 120 seconds
13-Sep-22 23:59:29 INFO get_prevalent_ingress         prevalent for 4/15/23.216.0.0: None (-1.00)
13-Sep-22 23:59:29 INFO run_ipd         NO -> split subnet
13-Sep-22 23:59:29 INFO split_range           split 23.216.0.0/15 into 23.216.0.0/16 and 23.217.0.0/16
13-Sep-22 23:59:39 INFO run_ipd    current_range: 4/15/23.214.0.0
13-Sep-22 23:59:39 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.214.0.0   s_ipcount=787966 min_samples=23170
14-Sep-22 00:00:00 INFO get_prevalent_ingress         no prevalent ingress found: {'M-EF2.12': 0.873, 'VIE-SB5.1493': 0.113, 'WAS-SA3.345': 0.01, 'NYC-SB6.295': 0.002, 'PAR-SC2.425': 0.002, 'F-ED11.14': 0.001, 'F-EH1.13': 0.0, 'LON-SB2.12': 0.0, 'LON-SA1.412': 0.0, 'AMS-SC1.20': 0.0, 'WAS-SA2.302': 0.0, 'LAX-SB3.180': 0.0, 'NYC-SB5.10': 0.0, 'PAO-SB3.172': 0.0, 'IST-SA1.213': 0.0, 'PAO-SB3.187': 0.0, 'LAX-SB3.197': 0.0, 'WAS-SA2.343': 0.0, 'WAS-SA3.12': 0.0, 'NYC-SB6.253': 0.0}
14-Sep-22 00:00:00 INFO get_prevalent_ingress         prevalent for 4/15/23.214.0.0: None (-1.00)
14-Sep-22 00:00:00 INFO run_ipd         NO -> split subnet
14-Sep-22 00:00:00 INFO split_range           split 23.214.0.0/15 into 23.214.0.0/16 and 23.215.0.0/16
14-Sep-22 00:00:10 INFO run_ipd    current_range: 4/15/23.212.0.0
14-Sep-22 00:00:10 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.212.0.0   s_ipcount=146162 min_samples=23170
14-Sep-22 00:00:32 INFO get_prevalent_ingress         no prevalent ingress found: {'F-ED11.18': 0.689, 'F-EJ1.10': 0.151, 'F-EH1.9': 0.144, 'LAX-SB3.184': 0.003, 'F-ED11.14': 0.003, 'F-ED11.21': 0.002, 'VIE-SB5.1530': 0.001, 'F-ED11.256': 0.001, 'WAS-SA2.302': 0.001, 'PAR-SB3.15': 0.001, 'F-ED13.608': 0.001, 'LON-SB2.11': 0.0, 'LON-SB2.10': 0.0, 'LAX-SB3.180': 0.0, 'YTO-SA3.136': 0.0, 'WAS-SA3.345': 0.0, 'PAR-SB3.767': 0.0, 'LAX-SB3.197': 0.0, 'B-EH2.10': 0.0, 'F-ED14.496': 0.0, 'AMS-SC1.20': 0.0, 'D-ED5.14': 0.0, 'WAS-SA3.9': 0.0, 'NYC-SB6.9': 0.0, 'WAS-SA2.315': 0.0, 'PAR-SC2.425': 0.0, 'LON-SA1.410': 0.0, 'LON-SA1.412': 0.0, 'AMS-E7.12': 0.0, 'PAO-SB3.188': 0.0, 'LON-SB2.12': 0.0, 'PAO-SB3.172': 0.0, 'LON-SB2.13': 0.0, 'PAO-SB3.10': 0.0, 'PAO-SB3.187': 0.0, 'WAS-SA2.9': 0.0}
14-Sep-22 00:00:32 INFO get_prevalent_ingress         prevalent for 4/15/23.212.0.0: None (-1.00)
14-Sep-22 00:00:32 INFO run_ipd         NO -> split subnet
14-Sep-22 00:00:32 INFO split_range           split 23.212.0.0/15 into 23.212.0.0/16 and 23.213.0.0/16
14-Sep-22 00:00:42 INFO run_ipd    current_range: 4/15/23.210.0.0
14-Sep-22 00:00:42 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.210.0.0   s_ipcount=39158 min_samples=23170
14-Sep-22 00:01:03 INFO get_prevalent_ingress         no prevalent ingress found: {'D-ED6.9': 0.356, 'D-ED5.19': 0.273, 'B-EH2.12': 0.209, 'PAO-SB3.172': 0.084, 'F-ED12.377': 0.046, 'PAR-SB3.11': 0.006, 'AMS-SB5.10': 0.004, 'F-ED13.906': 0.004, 'LAX-SB3.196': 0.002, 'F-ED14.564': 0.002, 'HH-EA13.48': 0.002, 'PAO-SB3.10': 0.002, 'VIE-SB5.1507': 0.001, 'VIE-SB5.16': 0.001, 'D-ED6.12': 0.001, 'LAX-SB3.184': 0.001, 'F-ED12.359': 0.001, 'F-ED13.254': 0.001, 'ZRH-SA1.710': 0.001, 'PAO-SB3.187': 0.001, 'LON-SA1.412': 0.0, 'F-EH1.13': 0.0, 'D-ED5.11': 0.0, 'D-ED5.500': 0.0, 'D-ED6.11': 0.0, 'F-EJ1.10': 0.0, 'F-ED11.14': 0.0, 'F-EH1.9': 0.0, 'M-EF2.12': 0.0, 'WAS-SA3.345': 0.0, 'F-ED12.74': 0.0, 'F-ED12.468': 0.0, 'VIE-SB5.26': 0.0, 'WAS-SA2.9': 0.0, 'WAS-SA3.12': 0.0, 'ULM-EB5.54': 0.0, 'PAO-SB3.169': 0.0, 'LON-SA1.410': 0.0, 'PAO-SB3.188': 0.0, 'F-ED11.730': 0.0, 'LAX-SB3.180': 0.0, 'WAS-SA3.9': 0.0, 'AMS-E7.12': 0.0, 'LAX-SB3.197': 0.0, 'LON-SB2.13': 0.0, 'NYC-SB6.295': 0.0, 'LAX-SB3.153': 0.0, 'WAS-SA2.302': 0.0, 'WAS-SA2.315': 0.0}
14-Sep-22 00:01:03 INFO get_prevalent_ingress         prevalent for 4/15/23.210.0.0: None (-1.00)
14-Sep-22 00:01:03 INFO run_ipd         NO -> split subnet
14-Sep-22 00:01:03 INFO split_range           split 23.210.0.0/15 into 23.210.0.0/16 and 23.211.0.0/16
14-Sep-22 00:01:13 INFO run_ipd    current_range: 4/15/23.208.0.0
14-Sep-22 00:01:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.208.0.0   s_ipcount=6213 min_samples=23170
14-Sep-22 00:01:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:01:13 INFO join_siblings         join siblings for range 4/15/23.208.0.0
14-Sep-22 00:01:13 INFO run_ipd    current_range: 4/12/23.192.0.0
14-Sep-22 00:01:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/23.192.0.0   s_ipcount=50746 min_samples=65536
14-Sep-22 00:01:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:01:13 INFO join_siblings         join siblings for range 4/12/23.192.0.0
14-Sep-22 00:01:13 INFO run_ipd    current_range: 4/10/23.128.0.0
14-Sep-22 00:01:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/10/23.128.0.0   s_ipcount=38040 min_samples=131072
14-Sep-22 00:01:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:01:13 INFO join_siblings         join siblings for range 4/10/23.128.0.0
14-Sep-22 00:01:13 INFO run_ipd    current_range: 4/11/23.96.0.0
14-Sep-22 00:01:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/23.96.0.0   s_ipcount=77698 min_samples=92681
14-Sep-22 00:01:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:01:13 INFO join_siblings         join siblings for range 4/11/23.96.0.0
14-Sep-22 00:01:13 INFO run_ipd    current_range: 4/14/23.92.0.0
14-Sep-22 00:01:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/23.92.0.0   s_ipcount=3898 min_samples=32768
14-Sep-22 00:01:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:01:13 INFO join_siblings         join siblings for range 4/14/23.92.0.0
14-Sep-22 00:01:13 INFO run_ipd    current_range: 4/15/23.90.0.0
14-Sep-22 00:01:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.90.0.0   s_ipcount=112178 min_samples=23170
14-Sep-22 00:01:34 INFO get_prevalent_ingress         no prevalent ingress found: {'F-ED14.496': 0.472, 'F-ED13.608': 0.177, 'VIE-SB5.1530': 0.119, 'D-ED5.14': 0.114, 'F-EH1.13': 0.038, 'F-ED12.9': 0.037, 'VIE-SB5.1507': 0.022, 'LON-SB2.13': 0.006, 'F-EH2.526': 0.004, 'F-EH1.335': 0.004, 'F-ED11.256': 0.003, 'HH-EA13.48': 0.001, 'VIE-SB5.12': 0.001, 'AMS-SC1.20': 0.0, 'AMS-SB5.12': 0.0, 'VIE-SB5.1516': 0.0, 'D-ED5.11': 0.0, 'PAR-SB3.767': 0.0, 'NYC-SB6.9': 0.0, 'LON-SB2.11': 0.0, 'LON-SB2.10': 0.0, 'LAX-SB3.153': 0.0, 'WAS-SA3.331': 0.0, 'PAO-SB3.188': 0.0, 'WAS-SA2.9': 0.0, 'LON-SB2.12': 0.0, 'PAO-SB3.172': 0.0, 'LAX-SB3.180': 0.0, 'WAS-SA2.315': 0.0, 'F-ED11.424': 0.0}
14-Sep-22 00:01:34 INFO get_prevalent_ingress         prevalent for 4/15/23.90.0.0: None (-1.00)
14-Sep-22 00:01:34 INFO run_ipd         NO -> split subnet
14-Sep-22 00:01:34 INFO split_range           split 23.90.0.0/15 into 23.90.0.0/16 and 23.91.0.0/16
14-Sep-22 00:01:44 INFO run_ipd    current_range: 4/15/23.88.0.0
14-Sep-22 00:01:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.88.0.0   s_ipcount=213 min_samples=23170
14-Sep-22 00:01:44 INFO run_ipd       NO -> join siblings
14-Sep-22 00:01:44 INFO join_siblings         join siblings for range 4/15/23.88.0.0
14-Sep-22 00:01:44 INFO run_ipd    current_range: 4/13/23.80.0.0
14-Sep-22 00:01:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/23.80.0.0   s_ipcount=11368 min_samples=46340
14-Sep-22 00:01:44 INFO run_ipd       NO -> join siblings
14-Sep-22 00:01:44 INFO join_siblings         join siblings for range 4/13/23.80.0.0
14-Sep-22 00:01:44 INFO run_ipd    current_range: 4/12/23.64.0.0
14-Sep-22 00:01:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/23.64.0.0   s_ipcount=2509 min_samples=65536
14-Sep-22 00:01:44 INFO run_ipd       NO -> join siblings
14-Sep-22 00:01:44 INFO join_siblings         join siblings for range 4/12/23.64.0.0
14-Sep-22 00:01:44 INFO run_ipd    current_range: 4/15/23.62.0.0
14-Sep-22 00:01:44 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.62.0.0   s_ipcount=27129 min_samples=23170
14-Sep-22 00:02:06 INFO get_prevalent_ingress         no prevalent ingress found: {'B-EH2.14': 0.492, 'HH-EA13.48': 0.13, 'AMS-SC1.20': 0.112, 'LON-SB2.12': 0.107, 'PAR-SC2.425': 0.081, 'VIE-SB5.1507': 0.016, 'WAS-SA2.302': 0.014, 'LAX-SB3.184': 0.013, 'WAS-SA2.9': 0.009, 'WAS-SA3.345': 0.008, 'LON-SB2.13': 0.006, 'NYC-SB6.43': 0.003, 'VIE-SB5.1530': 0.002, 'LAX-SB3.197': 0.001, 'VIE-SB5.1516': 0.0, 'AMS-E7.296': 0.0, 'F-ED11.14': 0.0, 'PAO-SB3.187': 0.0, 'PAO-SB3.188': 0.0, 'PAR-SB3.17': 0.0, 'PAO-SB3.10': 0.0, 'LAX-SB3.196': 0.0, 'WAS-SA2.343': 0.0, 'NYC-SB5.358': 0.0, 'LON-SA1.412': 0.0, 'NYC-SB6.295': 0.0, 'WAS-SA3.12': 0.0, 'YTO-SA3.136': 0.0}
14-Sep-22 00:02:06 INFO get_prevalent_ingress         prevalent for 4/15/23.62.0.0: None (-1.00)
14-Sep-22 00:02:06 INFO run_ipd         NO -> split subnet
14-Sep-22 00:02:06 INFO split_range           split 23.62.0.0/15 into 23.62.0.0/16 and 23.63.0.0/16
14-Sep-22 00:02:16 INFO run_ipd    current_range: 4/15/23.60.0.0
14-Sep-22 00:02:16 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.60.0.0   s_ipcount=8418 min_samples=23170
14-Sep-22 00:02:16 INFO run_ipd       NO -> join siblings
14-Sep-22 00:02:16 INFO join_siblings         join siblings for range 4/15/23.60.0.0
14-Sep-22 00:02:16 INFO run_ipd    current_range: 4/15/23.58.0.0
14-Sep-22 00:02:16 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.58.0.0   s_ipcount=29273 min_samples=23170
14-Sep-22 00:02:38 INFO get_prevalent_ingress         no prevalent ingress found: {'M-EF2.12': 0.908, 'VIE-SB5.30': 0.044, 'WAS-SA3.345': 0.02, 'LAX-SB3.184': 0.007, 'WAS-SA2.9': 0.007, 'NYC-SB5.358': 0.005, 'LAX-SB3.180': 0.003, 'WAS-SA3.9': 0.002, 'B-EH3.19': 0.002, 'F-ED14.398': 0.001, 'LAX-SB3.196': 0.001, 'VIE-SB5.1530': 0.0, 'F-ED11.14': 0.0, 'VIE-SB5.12': 0.0, 'NYC-SB6.9': 0.0, 'F-EH1.13': 0.0, 'WAS-SA2.302': 0.0, 'YTO-SA3.136': 0.0, 'PAO-SB3.169': 0.0, 'WAS-SA2.315': 0.0, 'PAO-SB3.187': 0.0, 'LON-SA1.412': 0.0, 'LON-SB2.13': 0.0, 'PAO-SB3.188': 0.0, 'WAS-SA3.11': 0.0}
14-Sep-22 00:02:38 INFO get_prevalent_ingress         prevalent for 4/15/23.58.0.0: None (-1.00)
14-Sep-22 00:02:38 INFO run_ipd         NO -> split subnet
14-Sep-22 00:02:38 INFO split_range           split 23.58.0.0/15 into 23.58.0.0/16 and 23.59.0.0/16
14-Sep-22 00:02:48 INFO run_ipd    current_range: 4/15/23.56.0.0
14-Sep-22 00:02:48 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.56.0.0   s_ipcount=13095 min_samples=23170
14-Sep-22 00:02:48 INFO run_ipd       NO -> join siblings
14-Sep-22 00:02:48 INFO join_siblings         join siblings for range 4/15/23.56.0.0
14-Sep-22 00:02:48 INFO run_ipd    current_range: 4/15/23.54.0.0
14-Sep-22 00:02:48 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.54.0.0   s_ipcount=511693 min_samples=23170
14-Sep-22 00:03:09 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EJ1.10': 0.5, 'F-EH1.9': 0.469, 'M-EC4.10': 0.016, 'F-ED11.14': 0.005, 'ZRH-SA1.638': 0.005, 'WAS-SA3.345': 0.002, 'NYC-SB6.295': 0.001, 'LON-SB2.13': 0.0, 'WAS-SA2.10': 0.0, 'PAO-SB3.188': 0.0, 'F-ED12.468': 0.0, 'F-ED12.74': 0.0, 'F-ED12.359': 0.0, 'NYC-SB5.358': 0.0, 'PAO-SB3.172': 0.0, 'AMS-SC1.20': 0.0, 'LAX-SB3.197': 0.0, 'F-ED11.17': 0.0, 'F-ED11.27': 0.0, 'F-ED11.256': 0.0, 'WAS-SA3.12': 0.0, 'VIE-SB5.1507': 0.0, 'LON-SA1.410': 0.0, 'LAX-SB3.184': 0.0, 'LON-SA1.412': 0.0, 'LON-SA1.512': 0.0, 'LON-SA1.500': 0.0, 'PAO-SB3.187': 0.0, 'LON-SB2.12': 0.0, 'WAS-SA2.315': 0.0, 'LAX-SB3.180': 0.0, 'PAR-SC2.425': 0.0, 'WAS-SA2.9': 0.0, 'NYC-SB5.10': 0.0, 'PAR-SB3.15': 0.0, 'AMS-E7.12': 0.0, 'LAX-SB3.196': 0.0}
14-Sep-22 00:03:09 INFO get_prevalent_ingress         prevalent for 4/15/23.54.0.0: None (-1.00)
14-Sep-22 00:03:09 INFO run_ipd         NO -> split subnet
14-Sep-22 00:03:09 INFO split_range           split 23.54.0.0/15 into 23.54.0.0/16 and 23.55.0.0/16
14-Sep-22 00:03:19 INFO run_ipd    current_range: 4/15/23.52.0.0
14-Sep-22 00:03:19 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.52.0.0   s_ipcount=947139 min_samples=23170
14-Sep-22 00:03:40 INFO get_prevalent_ingress         prevalent for 4/15/23.52.0.0: F-ED11.18 (1.00)
14-Sep-22 00:03:40 INFO run_ipd         YES -> color 4/15/23.52.0.0 with F-ED11.18
14-Sep-22 00:04:24 INFO set_prevalent_ingress         set prevalent ingress: 4/15/23.52.0.0 => F-ED11.18: 4 range 0.999 947139/23170 23.52.0.0/15 F-ED11.18 | miss: 1369 total: 947139
14-Sep-22 00:04:24 INFO run_ipd    current_range: 4/15/23.50.0.0
14-Sep-22 00:04:24 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.50.0.0   s_ipcount=7293 min_samples=23170
14-Sep-22 00:04:24 INFO run_ipd       NO -> join siblings
14-Sep-22 00:04:24 INFO join_siblings         join siblings for range 4/15/23.50.0.0
14-Sep-22 00:05:07 INFO join_siblings  NO -> do nothing
14-Sep-22 00:05:07 INFO run_ipd    current_range: 4/15/23.48.0.0
14-Sep-22 00:05:07 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.48.0.0   s_ipcount=134028 min_samples=23170
14-Sep-22 00:05:28 INFO get_prevalent_ingress         prevalent for 4/15/23.48.0.0: B-EH3.19 (0.97)
14-Sep-22 00:05:28 INFO run_ipd         YES -> color 4/15/23.48.0.0 with B-EH3.19
14-Sep-22 00:06:11 INFO set_prevalent_ingress         set prevalent ingress: 4/15/23.48.0.0 => B-EH3.19: 4 range 0.974 134028/23170 23.48.0.0/15 B-EH3.19 | miss: 3522 total: 134028
14-Sep-22 00:06:11 INFO run_ipd    current_range: 4/13/23.32.0.0
14-Sep-22 00:06:11 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/13/23.32.0.0   s_ipcount=14636 min_samples=46340
14-Sep-22 00:06:11 INFO run_ipd       NO -> join siblings
14-Sep-22 00:06:11 INFO join_siblings         join siblings for range 4/13/23.32.0.0
14-Sep-22 00:06:39 INFO join_siblings  NO -> do nothing
14-Sep-22 00:06:39 INFO run_ipd    current_range: 4/12/23.16.0.0
14-Sep-22 00:06:39 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/23.16.0.0   s_ipcount=26072 min_samples=65536
14-Sep-22 00:06:39 INFO run_ipd       NO -> join siblings
14-Sep-22 00:06:39 INFO join_siblings         join siblings for range 4/12/23.16.0.0
14-Sep-22 00:06:39 INFO run_ipd    current_range: 4/14/23.12.0.0
14-Sep-22 00:06:39 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/23.12.0.0   s_ipcount=9709 min_samples=32768
14-Sep-22 00:06:39 INFO run_ipd       NO -> join siblings
14-Sep-22 00:06:39 INFO join_siblings         join siblings for range 4/14/23.12.0.0
14-Sep-22 00:06:39 INFO run_ipd    current_range: 4/15/23.10.0.0
14-Sep-22 00:06:39 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.10.0.0   s_ipcount=340368 min_samples=23170
14-Sep-22 00:07:00 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EJ1.9': 0.63, 'ZRH-SA1.638': 0.335, 'F-ED11.14': 0.028, 'NYC-SB6.295': 0.006, 'NYC-SB5.10': 0.001, 'WAS-SA2.9': 0.0, 'LON-SA1.412': 0.0, 'PAO-SB3.188': 0.0, 'LAX-SB3.184': 0.0, 'AMS-SC1.20': 0.0, 'PAO-SB3.48': 0.0}
14-Sep-22 00:07:00 INFO get_prevalent_ingress         prevalent for 4/15/23.10.0.0: None (-1.00)
14-Sep-22 00:07:00 INFO run_ipd         NO -> split subnet
14-Sep-22 00:07:00 INFO split_range           split 23.10.0.0/15 into 23.10.0.0/16 and 23.11.0.0/16
14-Sep-22 00:07:10 INFO run_ipd    current_range: 4/15/23.8.0.0
14-Sep-22 00:07:10 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.8.0.0   s_ipcount=13890 min_samples=23170
14-Sep-22 00:07:10 INFO run_ipd       NO -> join siblings
14-Sep-22 00:07:10 INFO join_siblings         join siblings for range 4/15/23.8.0.0
14-Sep-22 00:07:10 INFO run_ipd    current_range: 4/15/23.2.0.0
14-Sep-22 00:07:10 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.2.0.0   s_ipcount=96281 min_samples=23170
14-Sep-22 00:07:32 INFO get_prevalent_ingress         no prevalent ingress found: {'F-EJ1.9': 0.796, 'F-ED11.14': 0.156, 'AMS-SB6.10': 0.024, 'AMS-SC1.20': 0.011, 'WAS-SA3.345': 0.007, 'WAS-SA3.12': 0.004, 'HH-EF1.9': 0.001, 'PAO-SB3.10': 0.001, 'PAO-SB3.187': 0.0, 'WAS-SA3.9': 0.0, 'WAS-SA2.315': 0.0}
14-Sep-22 00:07:32 INFO get_prevalent_ingress         prevalent for 4/15/23.2.0.0: None (-1.00)
14-Sep-22 00:07:32 INFO run_ipd         NO -> split subnet
14-Sep-22 00:07:32 INFO split_range           split 23.2.0.0/15 into 23.2.0.0/16 and 23.3.0.0/16
14-Sep-22 00:07:42 INFO run_ipd    current_range: 4/15/23.0.0.0
14-Sep-22 00:07:42 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/23.0.0.0   s_ipcount=232442 min_samples=23170
14-Sep-22 00:08:03 INFO get_prevalent_ingress         no prevalent ingress found: {'ZRH-SA1.638': 0.87, 'MIL-SA1.367': 0.027, 'VIE-SB5.1493': 0.018, 'VIE-SB5.1507': 0.014, 'VIE-SB5.1537': 0.014, 'M-EC4.14': 0.008, 'PAR-SB3.15': 0.007, 'LON-SA1.412': 0.005, 'F-EH1.322': 0.004, 'MIL-SA1.9': 0.004, 'F-ED11.18': 0.003, 'VIE-SB5.30': 0.003, 'B-EH2.12': 0.002, 'M-EC4.10': 0.002, 'D-ED6.11': 0.002, 'AMS-SB6.10': 0.002, 'D-ED5.12': 0.001, 'B-EH3.19': 0.001, 'HH-EF1.9': 0.001, 'F-ED11.14': 0.001, 'AMS-SB5.10': 0.001, 'HH-EF1.10': 0.001, 'F-ED11.27': 0.001, 'F-EJ1.9': 0.001, 'F-ED11.17': 0.001, 'M-EF2.12': 0.001, 'VIE-SB5.1516': 0.0, 'WAS-SA2.315': 0.0, 'F-ED14.496': 0.0, 'AMS-SC1.10': 0.0, 'F-ED14.370': 0.0, 'F-ED14.564': 0.0, 'PAR-SB3.11': 0.0, 'F-ED11.256': 0.0, 'F-ED12.468': 0.0, 'LON-SB2.10': 0.0, 'LON-SB2.11': 0.0, 'LON-SB2.12': 0.0, 'PAR-SB3.17': 0.0, 'WAW-SB4.154': 0.0, 'HH-EA13.48': 0.0, 'F-ED12.74': 0.0, 'D-ED5.19': 0.0, 'M-EC4.9': 0.0, 'F-ED12.20': 0.0, 'HH-EE1.9': 0.0, 'F-EJ1.10': 0.0, 'WAS-SA3.345': 0.0, 'F-EH1.9': 0.0, 'LAX-SB3.184': 0.0, 'F-ED12.378': 0.0, 'NYC-SB5.358': 0.0, 'F-ED12.377': 0.0, 'LON-SB2.13': 0.0, 'D-ED6.9': 0.0, 'PAR-SC2.425': 0.0, 'D-ED5.20': 0.0, 'B-EH2.14': 0.0, 'LAX-SB3.196': 0.0, 'VIE-SB5.1530': 0.0, 'F-ED11.424': 0.0, 'LON-SA1.512': 0.0, 'PAO-SB3.172': 0.0, 'AMS-SC1.20': 0.0, 'WAS-SA3.12': 0.0}
14-Sep-22 00:08:03 INFO get_prevalent_ingress         prevalent for 4/15/23.0.0.0: None (-1.00)
14-Sep-22 00:08:03 INFO run_ipd         NO -> split subnet
14-Sep-22 00:08:03 INFO split_range           split 23.0.0.0/15 into 23.0.0.0/16 and 23.1.0.0/16
14-Sep-22 00:08:13 INFO run_ipd    current_range: 4/8/22.0.0.0
14-Sep-22 00:08:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/8/22.0.0.0   s_ipcount=1 min_samples=262144
14-Sep-22 00:08:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:08:13 INFO join_siblings         join siblings for range 4/8/22.0.0.0
14-Sep-22 00:08:13 INFO run_ipd    current_range: 4/7/20.0.0.0
14-Sep-22 00:08:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/7/20.0.0.0   s_ipcount=117238 min_samples=370727
14-Sep-22 00:08:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:08:13 INFO join_siblings         join siblings for range 4/7/20.0.0.0
14-Sep-22 00:08:13 INFO run_ipd    current_range: 4/8/19.0.0.0
14-Sep-22 00:08:13 WARNING get_sample_count  key 4/8/19.0.0.0 does not exist
14-Sep-22 00:08:13 INFO run_ipd skip this range since there is nothing to do here
14-Sep-22 00:08:13 INFO run_ipd    current_range: 4/11/18.224.0.0
14-Sep-22 00:08:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/11/18.224.0.0   s_ipcount=25807 min_samples=92681
14-Sep-22 00:08:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:08:13 INFO join_siblings         join siblings for range 4/11/18.224.0.0
14-Sep-22 00:08:13 INFO run_ipd    current_range: 4/12/18.208.0.0
14-Sep-22 00:08:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/12/18.208.0.0   s_ipcount=33022 min_samples=65536
14-Sep-22 00:08:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:08:13 INFO join_siblings         join siblings for range 4/12/18.208.0.0
14-Sep-22 00:08:13 INFO run_ipd    current_range: 4/14/18.204.0.0
14-Sep-22 00:08:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/14/18.204.0.0   s_ipcount=8769 min_samples=32768
14-Sep-22 00:08:13 INFO run_ipd       NO -> join siblings
14-Sep-22 00:08:13 INFO join_siblings         join siblings for range 4/14/18.204.0.0
14-Sep-22 00:08:13 INFO run_ipd    current_range: 4/15/18.202.0.0
14-Sep-22 00:08:13 INFO check_if_enough_samples_have_been_collected   > Check if enough samples have been collected (s_ipcount >= n_cidr ) 4/15/18.202.0.0   s_ipcount=28881 min_samples=23170
14-Sep-22 00:08:35 INFO get_prevalent_ingress         no prevalent ingress found: {'AMS-SC1.15': 0.258, 'AMS-SB6.449': 0.244, 'D-ED6.16': 0.21, 'D-ED5.13': 0.198, 'LON-SA1.412': 0.08, 'LON-SA1.410': 0.004, 'VIE-SB5.1507': 0.003, 'VIE-SB5.1516': 0.002, 'LON-SB2.13': 0.001}
14-Sep-22 00:08:35 INFO get_prevalent_ingress         prevalent for 4/15/18.202.0.0: None (-1.00)
14-Sep-22 00:08:35 INFO run_ipd         NO -> split subnet
14-Sep-22 00:08:35 INFO split_range           split 18.202.0.0/15 into 18.202.0.0/16 and 18.203.0.0/16
14-Sep-22 00:08:45 INFO run_ipd    current_range: 4/15/18.200.0.0
